transaction_id,transaction_date,transaction_timestamp,channel,store_id,customer_id,session_id,device_type,utm_source,product_id,category,product_name,quantity,unit_price,total_amount,payment_method,is_returned
TXN-0002938,2025-01-04,2025-01-04T13:59:25,online,,CUST-152135,cc332dfa,mobile,organic,gaming_008,gaming,Gaming Model 8,1,36522.98,36522.98,card_online,False
TXN-0002939,2025-07-14,2025-07-14T20:49:01,online,,CUST-124445,21386425,mobile,google,audio_024,audio,Audio Model 24,3,45955.41,137866.23,cash,False
TXN-0002940,2025-02-14,2025-02-14T20:45:16,offline,4,CUST-012030,,,,gaming_001,gaming,Gaming Model 1,2,11076.49,22152.98,card_pos,False
TXN-0002941,2025-09-22,2025-09-22T11:12:57,online,,CUST-076377,06f94fe9,tablet,direct,tv_028,tv,Tv Model 28,3,29154.01,87462.03,installment,False
TXN-0002942,2026-02-08,2026-02-08T11:54:54,offline,18,CUST-051529,,,,printers_013,printers,Printers Model 13,3,2058.67,6176.01,installment,False
TXN-0002943,2025-06-21,2025-06-21T17:18:52,offline,9,,,,,climate_005,climate,Climate Model 5,3,47754.37,143263.11,card_pos,True
TXN-0002944,2025-11-18,2025-11-18T21:38:20,online,,CUST-030143,4abd5593,mobile,affiliate,home_appliances_014,home_appliances,Home Appliances Model 14,3,5685.72,17057.16,card_online,False
TXN-0002945,2025-09-01,2025-09-01T11:55:53,online,,CUST-005696,b8fd521e,mobile,google,climate_021,climate,Climate Model 21,3,9975.35,29926.05,card_online,False
TXN-0002946,2025-12-02,2025-12-02T11:54:21,offline,3,CUST-090162,,,,gaming_009,gaming,Gaming Model 9,2,26498.63,52997.26,card_pos,False
TXN-0002947,2025-04-06,2025-04-06T15:21:27,online,,CUST-198238,84ed8903,mobile,direct,networking_015,networking,Networking Model 15,2,43062.73,86125.46,installment,False
TXN-0002948,2025-10-05,2025-10-05T19:25:59,marketplace,,CUST-024866,04862e70,desktop,,photo_video_004,photo_video,Photo Video Model 4,3,9279.20,27837.60,installment,False
TXN-0002949,2025-09-09,2025-09-09T12:43:06,online,,CUST-183471,c77985d6,desktop,google,home_appliances_009,home_appliances,Home Appliances Model 9,3,29493.83,88481.49,cash,False
TXN-0002950,2025-09-14,2025-09-14T08:31:37,online,,CUST-017338,d4525a71,desktop,organic,home_appliances_001,home_appliances,Home Appliances Model 1,3,25349.21,76047.63,card_pos,False
TXN-0002951,2025-07-06,2025-07-06T15:02:29,online,,CUST-138337,a0c1316f,mobile,direct,laptops_029,laptops,Laptops Model 29,2,13511.94,27023.88,installment,False
TXN-0002952,2026-01-10,2026-01-10T16:53:49,marketplace,,CUST-092084,1c5bb3d1,mobile,,audio_017,audio,Audio Model 17,1,11553.30,11553.30,card_online,False
TXN-0002953,2025-12-04,2025-12-04T17:08:30,offline,24,CUST-161046,,,,audio_023,audio,Audio Model 23,2,43905.52,87811.04,card_pos,False
TXN-0002954,2025-08-20,2025-08-20T20:24:51,offline,33,CUST-021682,,,,kitchen_028,kitchen,Kitchen Model 28,1,39633.66,39633.66,installment,False
TXN-0002955,2025-09-23,2025-09-23T12:56:02,online,,CUST-144396,6dda54de,desktop,direct,gaming_024,gaming,Gaming Model 24,2,47417.63,94835.26,card_online,False
TXN-0002956,2025-04-21,2025-04-21T18:56:23,marketplace,,CUST-114220,6730240b,mobile,,smartphones_007,smartphones,Smartphones Model 7,3,1875.98,5627.94,card_pos,False
TXN-0002957,2025-08-05,2025-08-05T10:13:53,offline,84,,,,,climate_020,climate,Climate Model 20,1,37211.21,37211.21,card_pos,False
TXN-0002958,2025-11-03,2025-11-03T17:52:57,online,,CUST-043289,4e87bb0a,tablet,direct,photo_video_020,photo_video,Photo Video Model 20,1,11102.45,11102.45,cash,False
TXN-0002959,2025-01-02,2025-01-02T20:22:17,online,,CUST-015761,54b4b211,desktop,organic,tv_001,tv,Tv Model 1,3,29738.80,89216.40,card_online,False
TXN-0002960,2025-03-02,2025-03-02T09:35:58,marketplace,,CUST-085553,ec19b47c,mobile,,tablets_028,tablets,Tablets Model 28,3,17991.67,53975.01,card_online,False
TXN-0002961,2025-12-07,2025-12-07T16:08:51,offline,8,CUST-032623,,,,kitchen_005,kitchen,Kitchen Model 5,3,42744.31,128232.93,card_pos,False
TXN-0002962,2025-01-29,2025-01-29T11:58:33,online,,CUST-094088,8f346013,mobile,facebook,printers_012,printers,Printers Model 12,2,35498.06,70996.12,installment,False
TXN-0002963,2025-10-28,2025-10-28T19:21:40,marketplace,,CUST-178235,531a482c,mobile,,networking_017,networking,Networking Model 17,1,13689.58,13689.58,installment,False
TXN-0002964,2025-02-13,2025-02-13T16:55:08,online,,CUST-114450,e5bcf87d,tablet,facebook,kitchen_006,kitchen,Kitchen Model 6,3,9551.14,28653.42,installment,False
TXN-0002965,2025-02-20,2025-02-20T15:43:26,online,,CUST-138378,5cc44a42,desktop,organic,kitchen_011,kitchen,Kitchen Model 11,2,18382.46,36764.92,card_online,False
TXN-0002966,2025-10-30,2025-10-30T14:46:46,online,,CUST-162681,ef24bce3,mobile,google,smartphones_008,smartphones,Smartphones Model 8,3,6370.89,19112.67,card_pos,False
TXN-0002967,2025-02-22,2025-02-22T16:35:18,online,,CUST-153408,7bfbdc89,desktop,email,photo_video_026,photo_video,Photo Video Model 26,3,38156.91,114470.73,card_pos,False
TXN-0002968,2025-09-19,2025-09-19T12:02:15,offline,43,,,,,climate_005,climate,Climate Model 5,2,20478.65,40957.30,installment,False
TXN-0002969,2025-07-04,2025-07-04T11:23:55,online,,CUST-087200,d9db9b2c,mobile,google,gaming_026,gaming,Gaming Model 26,3,40035.18,120105.54,card_online,False
TXN-0002970,2025-03-10,2025-03-10T20:53:28,online,,CUST-164518,98924e18,mobile,direct,photo_video_005,photo_video,Photo Video Model 5,2,15140.25,30280.50,card_online,False
TXN-0002971,2025-07-09,2025-07-09T15:09:54,offline,37,CUST-065096,,,,audio_029,audio,Audio Model 29,1,10996.89,10996.89,installment,False
TXN-0002972,2025-11-12,2025-11-12T13:57:23,online,,CUST-157246,e7348251,tablet,direct,smartphones_001,smartphones,Smartphones Model 1,3,14393.13,43179.39,card_online,False
TXN-0002973,2025-08-02,2025-08-02T09:27:27,online,,CUST-034753,a042f91b,mobile,direct,home_appliances_029,home_appliances,Home Appliances Model 29,3,42302.50,126907.50,card_pos,False
TXN-0002974,2025-09-08,2025-09-08T08:59:10,online,,CUST-118071,195a1057,mobile,google,laptops_005,laptops,Laptops Model 5,3,11204.64,33613.92,card_pos,True
TXN-0002975,2025-06-04,2025-06-04T18:30:25,online,,CUST-094489,52c03790,mobile,google,laptops_026,laptops,Laptops Model 26,1,24641.79,24641.79,card_online,False
TXN-0002976,2025-02-27,2025-02-27T18:52:03,online,,CUST-014650,8f324fa2,mobile,affiliate,wearables_021,wearables,Wearables Model 21,1,24921.53,24921.53,card_online,False
TXN-0002977,2025-05-29,2025-05-29T13:59:27,online,,CUST-049110,429c6a03,tablet,direct,gaming_012,gaming,Gaming Model 12,2,44407.96,88815.92,installment,False
TXN-0002978,2025-04-20,2025-04-20T21:48:26,offline,54,CUST-146930,,,,tv_012,tv,Tv Model 12,3,24284.99,72854.97,cash,False
TXN-0002979,2025-06-04,2025-06-04T20:45:03,online,,CUST-076993,92327098,mobile,direct,networking_024,networking,Networking Model 24,1,25235.56,25235.56,card_online,False
TXN-0002980,2025-08-30,2025-08-30T17:29:37,offline,30,CUST-145749,,,,kitchen_011,kitchen,Kitchen Model 11,1,31361.21,31361.21,installment,False
TXN-0002981,2026-02-03,2026-02-03T14:02:33,marketplace,,CUST-150931,26fb5c4c,tablet,,climate_022,climate,Climate Model 22,1,33476.84,33476.84,card_pos,False
TXN-0002982,2025-10-07,2025-10-07T13:50:48,offline,71,CUST-020521,,,,gaming_021,gaming,Gaming Model 21,1,1862.91,1862.91,card_pos,False
TXN-0002983,2025-04-15,2025-04-15T17:45:12,online,,CUST-179824,22daacf5,desktop,google,tablets_002,tablets,Tablets Model 2,2,2613.68,5227.36,card_online,False
TXN-0002984,2025-05-05,2025-05-05T11:34:35,online,,CUST-166798,7a462d5b,mobile,google,home_appliances_019,home_appliances,Home Appliances Model 19,1,33350.33,33350.33,installment,False
TXN-0002985,2025-10-14,2025-10-14T15:33:06,online,,CUST-197314,9b195a57,desktop,facebook,kitchen_020,kitchen,Kitchen Model 20,2,14308.66,28617.32,card_online,False
TXN-0002986,2025-05-20,2025-05-20T11:19:32,offline,90,,,,,printers_027,printers,Printers Model 27,3,592.53,1777.59,cash,False
TXN-0002987,2026-01-28,2026-01-28T21:26:19,online,,CUST-072041,56df7419,desktop,google,accessories_014,accessories,Accessories Model 14,2,7614.19,15228.38,installment,False
TXN-0002988,2025-12-17,2025-12-17T14:15:28,offline,77,CUST-085790,,,,networking_006,networking,Networking Model 6,3,41056.46,123169.38,card_pos,False
TXN-0002989,2025-10-09,2025-10-09T17:10:19,offline,50,CUST-173999,,,,home_appliances_015,home_appliances,Home Appliances Model 15,2,13775.78,27551.56,card_pos,False
TXN-0002990,2025-05-12,2025-05-12T13:15:05,online,,CUST-085731,4dc43ceb,mobile,direct,accessories_027,accessories,Accessories Model 27,3,30905.90,92717.70,card_online,False
TXN-0002991,2025-11-11,2025-11-11T20:37:48,marketplace,,CUST-002913,3f4452bb,desktop,,audio_001,audio,Audio Model 1,3,19065.96,57197.88,cash,False
TXN-0002992,2025-05-18,2025-05-18T20:33:04,online,,CUST-031913,892fdb6e,desktop,direct,networking_019,networking,Networking Model 19,2,33449.06,66898.12,card_pos,False
TXN-0002993,2026-02-09,2026-02-09T18:08:17,offline,50,CUST-036011,,,,tablets_008,tablets,Tablets Model 8,3,31580.20,94740.60,card_pos,False
TXN-0002994,2025-04-26,2025-04-26T12:03:24,online,,CUST-177076,f807b1d8,desktop,google,home_appliances_007,home_appliances,Home Appliances Model 7,3,27987.26,83961.78,card_online,False
TXN-0002995,2025-12-28,2025-12-28T08:59:16,marketplace,,CUST-086430,1211ae31,mobile,,printers_017,printers,Printers Model 17,2,25170.86,50341.72,card_online,False
TXN-0002996,2025-06-16,2025-06-16T18:58:50,online,,CUST-097476,6f9a882e,desktop,direct,photo_video_025,photo_video,Photo Video Model 25,2,32654.96,65309.92,card_online,False
TXN-0002997,2025-01-28,2025-01-28T14:40:47,online,,CUST-125562,6abde59a,desktop,google,printers_012,printers,Printers Model 12,3,6760.88,20282.64,card_online,False
TXN-0002998,2025-04-20,2025-04-20T14:06:16,online,,CUST-113874,6565c1f1,mobile,email,accessories_030,accessories,Accessories Model 30,2,2012.76,4025.52,card_pos,False
TXN-0002999,2025-02-01,2025-02-01T15:16:29,online,,CUST-187528,e21ec3f5,mobile,direct,audio_005,audio,Audio Model 5,3,25602.06,76806.18,card_online,False
TXN-0003000,2025-11-20,2025-11-20T18:01:51,online,,CUST-089216,01c91231,mobile,organic,climate_003,climate,Climate Model 3,3,17509.55,52528.65,card_online,False
TXN-0003001,2025-10-08,2025-10-08T11:58:11,online,,CUST-048708,350c02e0,desktop,direct,gaming_002,gaming,Gaming Model 2,3,13301.94,39905.82,cash,False
TXN-0003002,2025-07-30,2025-07-30T19:45:03,online,,CUST-073178,f8bf0e40,mobile,google,wearables_007,wearables,Wearables Model 7,2,33645.59,67291.18,card_online,False
TXN-0003003,2026-01-16,2026-01-16T15:02:02,online,,CUST-095324,742a0ffa,mobile,organic,networking_017,networking,Networking Model 17,1,36885.59,36885.59,installment,False
TXN-0003004,2025-12-02,2025-12-02T14:23:39,marketplace,,CUST-156919,aacbd49f,mobile,,networking_027,networking,Networking Model 27,3,41626.79,124880.37,card_pos,False
TXN-0003005,2025-12-27,2025-12-27T09:51:18,online,,CUST-056511,57165951,mobile,affiliate,tablets_012,tablets,Tablets Model 12,2,4963.99,9927.98,card_pos,False
TXN-0003006,2025-01-04,2025-01-04T09:14:02,online,,CUST-112226,e0a27b70,mobile,direct,photo_video_016,photo_video,Photo Video Model 16,3,36032.32,108096.96,card_online,False
TXN-0003007,2025-03-13,2025-03-13T20:59:12,online,,CUST-120561,e1651de7,mobile,affiliate,laptops_013,laptops,Laptops Model 13,2,14516.54,29033.08,card_online,False
TXN-0003008,2025-01-23,2025-01-23T11:51:05,online,,CUST-047086,a71e6c1f,mobile,direct,audio_008,audio,Audio Model 8,1,22283.79,22283.79,card_online,False
TXN-0003009,2025-04-24,2025-04-24T13:32:01,online,,CUST-109713,7da330dc,desktop,google,tv_013,tv,Tv Model 13,2,48406.49,96812.98,card_online,False
TXN-0003010,2025-08-04,2025-08-04T18:57:30,offline,96,,,,,home_appliances_005,home_appliances,Home Appliances Model 5,3,12248.32,36744.96,installment,False
TXN-0003011,2025-02-27,2025-02-27T21:53:58,offline,88,CUST-144143,,,,smartphones_001,smartphones,Smartphones Model 1,2,45189.34,90378.68,installment,False
TXN-0003012,2025-10-24,2025-10-24T10:05:44,online,,CUST-136984,20e3f732,mobile,direct,smartphones_011,smartphones,Smartphones Model 11,1,38674.55,38674.55,card_pos,False
TXN-0003013,2026-02-19,2026-02-19T11:48:44,online,,CUST-060647,9904e5aa,mobile,facebook,tablets_008,tablets,Tablets Model 8,1,28801.61,28801.61,card_online,False
TXN-0003014,2025-10-26,2025-10-26T21:03:57,marketplace,,CUST-115963,798f7845,desktop,,wearables_011,wearables,Wearables Model 11,2,16675.18,33350.36,card_online,False
TXN-0003015,2025-12-28,2025-12-28T18:16:26,online,,CUST-196576,d160314b,mobile,google,kitchen_008,kitchen,Kitchen Model 8,2,8995.55,17991.10,cash,False
TXN-0003016,2025-02-26,2025-02-26T21:49:41,online,,CUST-016986,5f56894e,mobile,google,climate_001,climate,Climate Model 1,1,15367.44,15367.44,installment,False
TXN-0003017,2025-02-20,2025-02-20T13:46:15,online,,CUST-058792,069e4175,tablet,google,smartphones_020,smartphones,Smartphones Model 20,2,19688.27,39376.54,card_online,False
TXN-0003018,2025-12-29,2025-12-29T21:03:00,offline,74,CUST-073875,,,,networking_012,networking,Networking Model 12,1,23379.02,23379.02,card_pos,False
TXN-0003019,2025-05-15,2025-05-15T10:06:50,marketplace,,CUST-121222,30373284,mobile,,tv_015,tv,Tv Model 15,1,32060.42,32060.42,cash,False
TXN-0003020,2025-02-01,2025-02-01T17:10:35,online,,CUST-178248,6b3f76e1,desktop,google,laptops_027,laptops,Laptops Model 27,3,35062.54,105187.62,card_online,False
TXN-0003021,2026-02-24,2026-02-24T21:34:23,online,,CUST-099794,52a265d6,mobile,direct,climate_024,climate,Climate Model 24,2,32167.80,64335.60,installment,False
TXN-0003022,2025-07-01,2025-07-01T19:49:36,online,,CUST-062648,89f243da,mobile,organic,climate_004,climate,Climate Model 4,3,11989.38,35968.14,cash,False
TXN-0003023,2026-01-05,2026-01-05T17:49:35,offline,25,CUST-170515,,,,gaming_029,gaming,Gaming Model 29,1,38766.71,38766.71,card_pos,False
TXN-0003024,2025-04-19,2025-04-19T17:45:52,online,,CUST-067555,3862bfca,desktop,google,printers_013,printers,Printers Model 13,2,1589.91,3179.82,card_online,False
TXN-0003025,2025-11-19,2025-11-19T19:21:36,marketplace,,CUST-053119,b4559f1c,tablet,,audio_030,audio,Audio Model 30,2,41435.13,82870.26,card_online,True
TXN-0003026,2025-09-12,2025-09-12T14:11:55,offline,2,CUST-169878,,,,storage_013,storage,Storage Model 13,1,28911.16,28911.16,cash,False
TXN-0003027,2025-12-01,2025-12-01T10:26:01,online,,CUST-199253,de3e89fa,mobile,email,wearables_006,wearables,Wearables Model 6,3,33148.57,99445.71,installment,False
TXN-0003028,2026-01-14,2026-01-14T21:01:47,online,,CUST-030813,eedab95e,mobile,organic,storage_003,storage,Storage Model 3,2,25723.13,51446.26,cash,False
TXN-0003029,2025-01-02,2025-01-02T08:52:35,online,,CUST-017628,e80dc6c8,desktop,google,climate_021,climate,Climate Model 21,2,42245.98,84491.96,card_pos,False
TXN-0003030,2025-09-13,2025-09-13T21:51:42,offline,86,CUST-121067,,,,wearables_013,wearables,Wearables Model 13,3,1400.34,4201.02,installment,False
TXN-0003031,2025-09-11,2025-09-11T10:44:24,online,,CUST-132782,4df0d1c1,mobile,affiliate,networking_002,networking,Networking Model 2,3,29514.75,88544.25,card_online,False
TXN-0003032,2025-11-28,2025-11-28T08:31:28,offline,26,CUST-155878,,,,photo_video_025,photo_video,Photo Video Model 25,2,15433.25,30866.50,cash,False
TXN-0003033,2026-02-13,2026-02-13T10:02:22,online,,CUST-031491,764b340c,tablet,direct,climate_022,climate,Climate Model 22,3,40907.29,122721.87,card_online,False
TXN-0003034,2025-10-19,2025-10-19T20:42:39,offline,23,CUST-012769,,,,printers_024,printers,Printers Model 24,2,36583.23,73166.46,installment,False
TXN-0003035,2025-08-06,2025-08-06T18:30:12,online,,CUST-095187,75225376,mobile,direct,home_appliances_024,home_appliances,Home Appliances Model 24,3,26341.07,79023.21,card_pos,False
TXN-0003036,2025-09-12,2025-09-12T17:15:23,online,,CUST-161014,48fe0209,tablet,organic,audio_017,audio,Audio Model 17,2,25055.48,50110.96,cash,False
TXN-0003037,2025-06-07,2025-06-07T17:30:48,online,,CUST-032558,cb6da465,mobile,google,tv_018,tv,Tv Model 18,2,30298.64,60597.28,card_online,False
TXN-0003038,2025-04-13,2025-04-13T17:07:09,online,,CUST-100015,d1914509,desktop,google,smartphones_023,smartphones,Smartphones Model 23,2,21403.13,42806.26,card_online,False
TXN-0003039,2025-10-27,2025-10-27T11:40:04,online,,CUST-064309,6d2411f1,desktop,direct,climate_007,climate,Climate Model 7,1,33975.54,33975.54,card_online,False
TXN-0003040,2025-07-21,2025-07-21T15:23:14,online,,CUST-061715,4ba26cc2,mobile,google,kitchen_005,kitchen,Kitchen Model 5,3,36239.16,108717.48,card_online,False
TXN-0003041,2025-03-11,2025-03-11T12:30:32,online,,CUST-032478,4bc4c181,mobile,direct,climate_022,climate,Climate Model 22,3,47813.00,143439.00,card_online,False
TXN-0003042,2025-10-29,2025-10-29T17:10:51,offline,17,,,,,tv_010,tv,Tv Model 10,1,22711.47,22711.47,card_pos,False
TXN-0003043,2025-11-27,2025-11-27T17:41:17,online,,CUST-179742,930d4542,desktop,facebook,home_appliances_017,home_appliances,Home Appliances Model 17,1,39701.15,39701.15,card_online,False
TXN-0003044,2025-11-28,2025-11-28T15:46:30,online,,CUST-147468,95d2baf2,mobile,google,smartphones_011,smartphones,Smartphones Model 11,2,34696.62,69393.24,card_online,False
TXN-0003045,2025-06-04,2025-06-04T16:59:44,online,,CUST-020052,865beab4,mobile,google,tv_010,tv,Tv Model 10,1,17616.16,17616.16,card_online,False
TXN-0003046,2025-03-14,2025-03-14T08:46:50,online,,CUST-049309,b24390bd,mobile,organic,printers_015,printers,Printers Model 15,3,13728.36,41185.08,card_online,False
TXN-0003047,2025-08-02,2025-08-02T09:26:34,online,,CUST-098978,c694de92,desktop,facebook,tablets_029,tablets,Tablets Model 29,1,10132.47,10132.47,cash,False
TXN-0003048,2025-10-02,2025-10-02T11:49:59,online,,CUST-151837,ad297023,desktop,google,gaming_011,gaming,Gaming Model 11,3,37998.05,113994.15,card_pos,False
TXN-0003049,2026-01-03,2026-01-03T17:30:16,online,,CUST-163115,afd71fc7,mobile,google,laptops_001,laptops,Laptops Model 1,2,39019.19,78038.38,installment,False
TXN-0003050,2025-01-01,2025-01-01T18:39:26,online,,CUST-160248,e5bf1be3,desktop,organic,laptops_028,laptops,Laptops Model 28,1,25344.51,25344.51,card_online,False
TXN-0003051,2026-01-26,2026-01-26T13:13:33,online,,CUST-080396,37caf0af,desktop,email,storage_028,storage,Storage Model 28,1,18610.60,18610.60,card_online,False
TXN-0003052,2026-01-02,2026-01-02T14:03:41,offline,12,CUST-108013,,,,home_appliances_002,home_appliances,Home Appliances Model 2,2,23010.17,46020.34,cash,False
TXN-0003053,2025-12-18,2025-12-18T12:26:10,online,,CUST-000852,c946e366,tablet,affiliate,tablets_013,tablets,Tablets Model 13,2,45446.86,90893.72,card_pos,False
TXN-0003054,2025-05-09,2025-05-09T18:15:36,online,,CUST-074578,17ac5b35,mobile,facebook,networking_013,networking,Networking Model 13,3,8645.93,25937.79,card_online,False
TXN-0003055,2025-12-08,2025-12-08T20:39:59,online,,CUST-089266,87e0ff34,desktop,google,audio_008,audio,Audio Model 8,2,45669.87,91339.74,installment,False
TXN-0003056,2025-01-26,2025-01-26T16:54:04,offline,7,CUST-093709,,,,accessories_002,accessories,Accessories Model 2,1,46330.62,46330.62,card_pos,False
TXN-0003057,2025-06-22,2025-06-22T10:00:58,online,,CUST-044685,4770267c,mobile,organic,tablets_003,tablets,Tablets Model 3,3,4452.30,13356.90,card_online,False
TXN-0003058,2025-07-16,2025-07-16T18:53:05,marketplace,,CUST-138617,6c2cf999,desktop,,kitchen_002,kitchen,Kitchen Model 2,2,21917.90,43835.80,cash,False
TXN-0003059,2025-04-09,2025-04-09T20:00:08,online,,CUST-135762,1d3156a6,mobile,email,tv_022,tv,Tv Model 22,2,18109.89,36219.78,card_pos,False
TXN-0003060,2025-08-09,2025-08-09T18:39:06,offline,86,CUST-124111,,,,wearables_025,wearables,Wearables Model 25,3,6004.33,18012.99,card_pos,False
TXN-0003061,2025-12-27,2025-12-27T10:05:52,offline,75,CUST-168592,,,,gaming_006,gaming,Gaming Model 6,2,29712.91,59425.82,card_pos,False
TXN-0003062,2025-03-23,2025-03-23T12:07:18,marketplace,,CUST-001794,318c18e3,desktop,,climate_019,climate,Climate Model 19,2,25287.10,50574.20,card_online,False
TXN-0003063,2025-07-05,2025-07-05T17:07:18,online,,CUST-044148,65534811,mobile,google,wearables_023,wearables,Wearables Model 23,3,29136.83,87410.49,cash,False
TXN-0003064,2026-02-25,2026-02-25T10:03:39,online,,CUST-132669,17f784dc,desktop,organic,wearables_001,wearables,Wearables Model 1,2,44522.47,89044.94,card_online,False
TXN-0003065,2025-09-20,2025-09-20T09:44:34,online,,CUST-038503,5b4d8c3a,mobile,email,kitchen_013,kitchen,Kitchen Model 13,3,15004.29,45012.87,installment,False
TXN-0003066,2025-07-17,2025-07-17T14:19:17,offline,89,CUST-032442,,,,home_appliances_029,home_appliances,Home Appliances Model 29,3,47590.99,142772.97,cash,False
TXN-0003067,2025-03-18,2025-03-18T09:12:03,online,,CUST-135629,536528bf,mobile,google,wearables_004,wearables,Wearables Model 4,1,44642.03,44642.03,card_online,False
TXN-0003068,2025-10-01,2025-10-01T16:16:59,offline,92,CUST-190649,,,,networking_006,networking,Networking Model 6,1,14632.02,14632.02,card_pos,False
TXN-0003069,2026-01-07,2026-01-07T14:30:53,marketplace,,CUST-021411,66abaf49,desktop,,printers_024,printers,Printers Model 24,2,8871.94,17743.88,cash,False
TXN-0003070,2025-03-13,2025-03-13T16:27:28,marketplace,,CUST-010317,89b136cc,desktop,,gaming_008,gaming,Gaming Model 8,2,8113.51,16227.02,card_online,True
TXN-0003071,2026-01-31,2026-01-31T18:59:42,marketplace,,CUST-173193,efb2b868,desktop,,tablets_020,tablets,Tablets Model 20,1,32659.28,32659.28,installment,False
TXN-0003072,2025-08-07,2025-08-07T16:44:56,marketplace,,CUST-130865,9e31212b,mobile,,wearables_013,wearables,Wearables Model 13,2,2779.09,5558.18,card_online,False
TXN-0003073,2025-11-29,2025-11-29T11:53:13,offline,90,,,,,gaming_006,gaming,Gaming Model 6,3,2776.60,8329.80,cash,False
TXN-0003074,2025-01-10,2025-01-10T15:58:09,offline,37,CUST-036063,,,,wearables_022,wearables,Wearables Model 22,3,35790.30,107370.90,cash,False
TXN-0003075,2025-08-10,2025-08-10T18:34:37,offline,86,CUST-046631,,,,gaming_010,gaming,Gaming Model 10,2,37297.08,74594.16,installment,False
TXN-0003076,2025-08-11,2025-08-11T17:35:20,marketplace,,CUST-183322,3d6fcd5f,mobile,,networking_024,networking,Networking Model 24,3,35721.81,107165.43,installment,False
TXN-0003077,2025-10-10,2025-10-10T14:41:12,marketplace,,CUST-175799,7fbe37c0,desktop,,tablets_026,tablets,Tablets Model 26,3,9697.07,29091.21,card_pos,False
TXN-0003078,2025-11-30,2025-11-30T12:11:41,online,,CUST-060883,03a7887b,mobile,email,accessories_017,accessories,Accessories Model 17,3,45945.98,137837.94,card_pos,False
TXN-0003079,2025-09-24,2025-09-24T09:46:27,online,,CUST-178702,a8d8ad1c,desktop,google,climate_020,climate,Climate Model 20,1,3723.67,3723.67,card_online,False
TXN-0003080,2025-05-08,2025-05-08T21:30:54,online,,CUST-171821,6ea8942d,mobile,direct,audio_023,audio,Audio Model 23,1,17438.81,17438.81,card_online,False
TXN-0003081,2026-02-01,2026-02-01T17:50:58,online,,CUST-104727,abce1cde,mobile,google,printers_010,printers,Printers Model 10,3,28976.86,86930.58,card_online,False
TXN-0003082,2025-08-01,2025-08-01T20:20:58,online,,CUST-151730,944c0128,mobile,organic,tablets_025,tablets,Tablets Model 25,3,46730.32,140190.96,card_pos,False
TXN-0003083,2026-01-14,2026-01-14T17:21:21,offline,13,CUST-049527,,,,gaming_009,gaming,Gaming Model 9,1,45030.19,45030.19,card_pos,False
TXN-0003084,2025-11-10,2025-11-10T18:44:22,online,,CUST-028767,ed23c48b,tablet,organic,laptops_012,laptops,Laptops Model 12,3,20789.83,62369.49,cash,True
TXN-0003085,2025-07-30,2025-07-30T21:51:59,online,,CUST-112431,9b55dae9,mobile,facebook,home_appliances_010,home_appliances,Home Appliances Model 10,3,11672.55,35017.65,card_pos,True
TXN-0003086,2025-06-21,2025-06-21T10:09:15,online,,CUST-068372,7f0fd83a,mobile,facebook,wearables_001,wearables,Wearables Model 1,2,12019.08,24038.16,card_online,False
TXN-0003087,2026-02-19,2026-02-19T11:56:52,marketplace,,CUST-177847,9061514f,mobile,,home_appliances_028,home_appliances,Home Appliances Model 28,1,49652.74,49652.74,installment,False
TXN-0003088,2025-03-13,2025-03-13T18:46:36,online,,CUST-196639,460fa039,mobile,email,kitchen_003,kitchen,Kitchen Model 3,3,40836.18,122508.54,card_online,False
TXN-0003089,2025-12-16,2025-12-16T09:04:57,online,,CUST-042266,f01f985a,mobile,google,storage_024,storage,Storage Model 24,1,47719.04,47719.04,installment,False
TXN-0003090,2025-09-12,2025-09-12T21:13:15,online,,CUST-027566,ec9e4fdb,desktop,affiliate,printers_027,printers,Printers Model 27,1,15428.50,15428.50,installment,False
TXN-0003091,2025-05-04,2025-05-04T17:56:16,online,,CUST-176510,535b8108,desktop,google,smartphones_027,smartphones,Smartphones Model 27,2,39116.19,78232.38,card_pos,False
TXN-0003092,2025-09-18,2025-09-18T13:45:05,online,,CUST-177606,b7a21a8c,mobile,google,networking_001,networking,Networking Model 1,2,15031.45,30062.90,card_online,False
TXN-0003093,2025-02-08,2025-02-08T10:33:16,online,,CUST-110797,ae989519,mobile,organic,wearables_009,wearables,Wearables Model 9,1,22496.42,22496.42,card_online,False
TXN-0003094,2026-02-10,2026-02-10T17:36:30,online,,CUST-002817,2a0c0acd,mobile,google,photo_video_007,photo_video,Photo Video Model 7,1,14220.13,14220.13,card_online,False
TXN-0003095,2025-06-09,2025-06-09T12:08:06,online,,CUST-011374,df229405,mobile,google,photo_video_016,photo_video,Photo Video Model 16,3,10404.55,31213.65,card_online,True
TXN-0003096,2025-07-22,2025-07-22T09:15:21,online,,CUST-096047,bac07067,mobile,organic,smartphones_003,smartphones,Smartphones Model 3,2,5703.15,11406.30,installment,False
TXN-0003097,2026-01-05,2026-01-05T10:43:14,marketplace,,CUST-156447,c4035d95,tablet,,home_appliances_025,home_appliances,Home Appliances Model 25,1,34293.70,34293.70,card_online,False
TXN-0003098,2025-12-21,2025-12-21T20:04:45,offline,67,CUST-157263,,,,home_appliances_005,home_appliances,Home Appliances Model 5,2,19012.09,38024.18,installment,False
